id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q2 Cleaned,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q4 Cleaned,Q5: What movie do you think of when thinking of this food item?,Q5 Cleaned,Q6: What drink would you pair with this food item?,Q6 Cleaned,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
626778,5,10 ingredients,10,"Week day lunch,Week day dinner",$12,12,The Avengers,avengers,Coke Zero,coca cola zero,"Parents,Siblings",A little (mild),Shawarma
631181,3,9,9,"Week day lunch,Weekend lunch,Late night snack",12,12,Three idiots,three idiots,Coke,coca cola,Friends,A little (mild),Shawarma
633541,3,6-12,6-12,"Week day lunch,Week day dinner,Weekend lunch",12,12,Taxi Driver,taxi driver,Nestea,nestea,Friends,A lot (hot),Shawarma
630098,5,"I would expect 7 ingredients. 

Meat (chicken, beef, lamb, or turkey, often seasoned and roasted)
Pita bread or flatbread
Garlic
Yogurt
Lemon juice
Olive oil
Spices (cumin, paprika, turmeric, cinnamon, etc.)",7,"Week day lunch,Week day dinner,Weekend lunch",10 dollar,10,The Avengers,avengers,Apple juice.,apple juice,Friends,A moderate amount (medium),Shawarma
629959,4,11,11,"Week day dinner,Weekend dinner,Late night snack",15 dollars,15,Avengers,avengers,Water,water,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
633097,4,6,6,"Week day dinner,Weekend dinner,At a party,Late night snack",$7,7,Kung Fu panda,kung fu panda,Lemonade,lemonade,"Parents,Friends",A moderate amount (medium),Shawarma
605290,4,"Lamb/chick, pita bread, some special souce, pink pickles, yellow rice",5,"Week day dinner,Weekend lunch,Weekend dinner",$8/serving,8,I can't think of anything,N/A,Soda,soda,Strangers,None,Shawarma
629869,2,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$15,15,Dune,dune,Diet coke,diet coke,"Parents,Friends",A moderate amount (medium),Shawarma
632868,3,Considering the different amounts of toppings this could be at least 8 for a classical style.,8,"Week day lunch,Weekend lunch",One serving would expected for me to pay around $15.  ,15,Deadpool & Wolverine is the movie that comes to mind. This is because of the ending scene where they get this food after their battle. ,deadpool wolverine,I would pair the drink Pepsi with this food. ,pepsi,"Friends,Strangers",A lot (hot),Shawarma
209691,3,I expect this food item to contain 10 ingredients.,10,"Week day lunch,Weekend lunch",I expect to pay $10 for one serving of this food item.,10,I think of The Avengers when thinking of this food item.,avengers,I would pair this food item with iced tea.,iced tea,"Friends,Strangers",None,Shawarma
600915,3,4,4,"Weekend lunch,Weekend dinner",10,10,Cars,cars,Water,water,"Parents,Friends",None,Shawarma
525420,5,8,8,"Week day lunch,Week day dinner,Weekend lunch",$10,10,Borat,borat,Laban,laban,"Parents,Siblings",A lot (hot),Shawarma
414710,4,6 ,6,"Week day lunch,Weekend lunch",$10 CAD,10,Avengers,avengers,7UP,up,"Siblings,Strangers",A lot (hot),Shawarma
629985,3,7,7,"Week day lunch,Weekend lunch,At a party,Late night snack",$7,7,The Grinch,the grinch,Water,water,Friends,A lot (hot),Shawarma
523128,3,10,10,"Week day lunch,Week day dinner,Weekend lunch,At a party",10,10,John Wick,john wick,Coke,coca cola,"Parents,Siblings",A moderate amount (medium),Shawarma
727410,2,6,6,"Week day lunch,Weekend lunch",$20,20,The Avengers,avengers,Coke,coca cola,Friends,A moderate amount (medium),Shawarma
616457,4,6-8,6-8,"Week day lunch,At a party",10,10,avengers,avengers,barbican,barbican,Friends,A moderate amount (medium),Shawarma
206487,2,Seven,7,"Week day lunch,Weekend lunch,At a party",Six dollar,6,"*********
Avengers 
*********",avengers,Coke,coca cola,Strangers,A moderate amount (medium),Shawarma
68949,4,8,8,"Week day lunch,Week day dinner,Weekend dinner",$10-$13 depending on the size.,10-13,The Avengers (2012),avengers,Ice Tea or Lemonade,ice tea,"Parents,Siblings,Friends",A lot (hot),Shawarma
419835,5,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",12,12,Interstellar,interstellar,Yogurt,yogurt,Friends,A moderate amount (medium),Shawarma
745732,4,"4 three, meat, pitta, sauce, vegetable.",4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",8 to 12 dollars.,8-12,Shazam！,shazam,coca cola,coca cola,Strangers,A little (mild),Shawarma
543739,4,10,10,"Week day dinner,Weekend dinner",10,10,The Avengers,avengers,Coke,coca cola,Friends,A little (mild),Shawarma
410380,3,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",11,11,Avengers,avengers,Soda,soda,"Friends,Strangers",I will have some of this food item with my hot sauce,Shawarma
385307,2,5 ,5,"Week day lunch,Weekend lunch",10 each ,10,The Avengers ,avengers,coke,coca cola,Strangers,A little (mild),Shawarma
634566,2,6,6,"Week day lunch,Week day dinner,At a party,Late night snack",15,15,The lion King,the lion king,Juice,juice,"Parents,Siblings,Friends",A little (mild),Shawarma
625818,3,6 ingredients,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10$,10,Avengers,avengers,Barbican,barbican,"Parents,Friends",A moderate amount (medium),Shawarma
631164,4,"flat bread, some sort of meat, hummus, pickles, beets, lettuce, some spices, salt.

atleast 7",7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$5-$10,5-10,"Aladdin, idk.",aladdin,Water,water,Strangers,A moderate amount (medium),Shawarma
603130,4,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$13,13,Deadpool and Wolverine,deadpool wolverine,Canned soda,soda,"Friends,Strangers",A little (mild),Shawarma
229211,2,I would expect this food item to contain about 6 to 8 ingredients,6-8,"Week day lunch,Weekend lunch,At a party",$6,6,The Avengers,avengers,Gingerale (Canada Dry),ginger ale,"Friends,Strangers",A moderate amount (medium),Shawarma
626849,4,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$10.00,10.00,The Avengers,avengers,Pop/Soda,pop,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
634650,3,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$13,13,Avengers,avengers,Coke,coca cola,Friends,A moderate amount (medium),Shawarma
632125,2,8,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$2.50,2.50,None,N/A,Water,water,"Parents,Strangers",A little (mild),Shawarma
626812,3,5-10,5-10,"Week day lunch,Week day dinner,Late night snack",15,15,no movie,N/A,soft drinks,soft drinks,Strangers,A little (mild),Shawarma
631109,4,8 - 10.,8-10,"Week day lunch,Week day dinner,Weekend dinner,At a party",$9-12,9-12,"Think of Mulan, which my family and I watched last weekend while eating Shawarma. ",mulan,Water,water,"Parents,Siblings",A moderate amount (medium),Shawarma
716766,3,"6-8, including the bread, marinated meat, vegetable, sauces, and optional spices or pickles",6-8,"Week day lunch,Weekend lunch",8 for each wrap,8,Dangal,dangal,coca-cola,coca cola,"Friends,Strangers",A little (mild),Shawarma
494103,2,10,10,"Week day lunch,Week day dinner,Late night snack",15 dollars,15,The avengers,avengers,Coca cola,coca cola,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
628102,3,6-8,6-8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$12,12,You Don't Mess With The Zohan,you dont mess with the zohan,Water,water,"Parents,Friends",A moderate amount (medium),Shawarma
634683,2,5-7,5-7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8-12 dollars,8-12,None,N/A,Ayran,ayran,Friends,A moderate amount (medium),Shawarma
517774,1,5,5,"Week day lunch,Week day dinner",10,10,Interstellar,interstellar,sprite,sprite,Teachers,None,Shawarma
408898,3,7,7,"Week day lunch,Weekend lunch",7 dollars,7,Avengers,avengers,Water,water,"Parents,Friends",A little (mild),Shawarma
603189,4,7,7,"Week day lunch,Week day dinner,Late night snack",10,10,Mandoob,mandoob,Ayran,ayran,"Parents,Friends",A moderate amount (medium),Shawarma
606857,3,6,6,"Week day lunch,Weekend lunch",6 CAD,6,The Dictator,the dictator,Lemon Iced Tea,lemon iced tea,"Siblings,Friends",A little (mild),Shawarma
523080,3,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9 dollars,9,harry potter,harry potter,soda,soda,"Parents,Siblings,Friends",A little (mild),Shawarma
631014,4,8,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$10,10,The Prince of Egypt,the prince of egypt,Water,water,Friends,A lot (hot),Shawarma
503957,4,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$10,10,avengers,avengers,Ginger Ale,ginger ale,"Friends,Strangers",A moderate amount (medium),Shawarma
524890,4,6,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$12,12,The Avengers,avengers,Sprite,sprite,Friends,A lot (hot),Shawarma
717411,4,9,9,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$7,7,Indian movie,indian movie,iced tea,iced tea,Strangers,A little (mild),Shawarma
525311,2,10,10,"Week day lunch,Weekend lunch,At a party,Late night snack",$12,12,The Avengers,avengers,Lemonade,lemonade,Friends,A little (mild),Shawarma
630967,4,4,4,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",10,10,The Dictator,the dictator,Ayran,ayran,"Parents,Friends",A little (mild),Shawarma
604969,3,9,9,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$8,8,Avengers,avengers,Soda,soda,"Parents,Siblings,Friends,Strangers",A lot (hot),Shawarma
524480,5,15 ingredients,15,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$15,15,Avengers,avengers,Water,water,"Parents,Friends",None,Shawarma
630121,4,around 20 ingredients,20,"Week day lunch,Weekend lunch",around $20.00,20.00,Aladdin,aladdin,soft drinks,soft drinks,"Friends,Strangers",A lot (hot),Shawarma
629615,3,with spices: 6,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",for a shawarma plate: 12 dollars,12,Avengers,avengers,Barbican,barbican,"Parents,Siblings,Friends",A lot (hot),Shawarma
634977,4,6,6,"Week day lunch,Weekend lunch,Late night snack",10,10,Avengers,avengers,Fanta,fanta,Friends,A moderate amount (medium),Shawarma
630823,5,12,12,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",14,14,Iron man,iron man,coke,coca cola,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
632228,3,12,12,"Week day lunch,Weekend lunch,Late night snack",5 to 8 dollars,5-8,The Dictator,the dictator,coke,coca cola,"Parents,Siblings,Friends",I will have some of this food item with my hot sauce,Shawarma
504548,2,6,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$15,15,The Avengers,avengers,Water,water,Strangers,A moderate amount (medium),Shawarma
522477,2,"As many as possible, at least more than 10 ingredients",10,"Week day lunch,Week day dinner,Weekend lunch",At most $15.,15,The Avengers,avengers,Coke,coca cola,"Siblings,Strangers",A moderate amount (medium),Shawarma
523461,2,12,12,"Week day lunch,Weekend lunch,At a party",$8,8,Avengers,avengers,Soda,soda,Friends,A moderate amount (medium),Shawarma
312640,3,7-8 between vegetables the bread and meat,7-8,"Week day lunch,Weekend lunch",13 dollars for a standard size maybe 15 or 16 for a large,13-16,Avengers,avengers,leban,leban,Strangers,A moderate amount (medium),Shawarma
854745,2,7,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$7,7,Rush hour,rush hour,Water,water,Friends,A lot (hot),Shawarma
711854,3,"Pancake, lettuce, tomato, cucumber, chicken, sauce

6 ingredients",6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$10,10,Mission: Impossible,mission impossible,Orange juice,orange juice,Friends,A moderate amount (medium),Shawarma
739254,4,Around 5 - 10 ingredients,5-10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8 dollars,8,Aladdin,aladdin,Water,water,Siblings,None,Shawarma
621555,4,like 6+ probably? Depends on what toppings you get I guess.,6,"Week day lunch,Weekend lunch","14$ or so I guess for a bowl, 10ish for a wrap.",14-10,That one marvel movie i dont know i dont watch movies.,marvel movie,Pepsi or some other soft drink.,pepsi,Friends,A lot (hot),Shawarma
602482,2,3-5,3-5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",7-9 dollars,7-9,IDK,N/A,Soda,soda,"Friends,Strangers",A lot (hot),Shawarma
630416,4,At least 5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$5?,5,"Ratatouille, because the rat cooks food and this is food ",ratatouille,Water :),water,"Friends,Teachers,Strangers",I will have some of this food item with my hot sauce,Shawarma
505458,4,2,2,"Week day dinner,Weekend dinner,Late night snack",10,10,None,N/A,Soft,soft,Strangers,A little (mild),Shawarma
296589,5,"Some sort of meat, rice, tortilla, veggies",4,"Week day dinner,Weekend dinner",Around $8-10,8-10,South Park: The End of Obesity,south park the end of obesity,Water,water,"Parents,Friends",A moderate amount (medium),Shawarma
604826,4,"7 Ingredients

Lamb

Pita

White Sauce

Yellow Rice

Lettuce

Tomatoes

Corn",7,"Week day lunch,Week day dinner,Weekend lunch",I will expect to pay around 11 dollars for one serving of this food item. ,11,I think about the movie Avengers when I think of Shawarma. ,avengers,I will pair this drink with Sparking Water.,sparkling water,Siblings,A little (mild),Shawarma
387820,4,5-8 ingredients. ,5-8,Weekend lunch,20 CAD.,20,yeh jawaani hai deewani,yeh jawaani hai deewani,fanta,fanta,Siblings,A little (mild),Shawarma
603612,3,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,12,Avengers,avengers,Water,water,Siblings,None,Shawarma
712252,2,10,10,"Week day lunch,Weekend lunch",$10,10,The Avengers,avengers,Water,water,Strangers,A moderate amount (medium),Shawarma
742226,2,10,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,10,The Avengers (Post-Credit Scene),avengers,Juice,juice,"Friends,Strangers",A moderate amount (medium),Shawarma
712771,3,3,3,Week day lunch,20,20,Dabba,dabba,Iced tea,iced tea,Friends,None,Shawarma
746466,2,7,7,"Week day lunch,Week day dinner,Weekend lunch",18,18,Rush Hour,rush hour,Water,water,"Friends,Strangers",I will have some of this food item with my hot sauce,Shawarma
601737,4,"cone, chicken, hummus, garlic sauce, pickled radish, fries, tomato. so 7 ingredients.",7,"Week day lunch,Week day dinner,Weekend lunch",12 dollars,12,Lawrence of Arabia,lawrence of arabia,coke,coca cola,Strangers,A little (mild),Shawarma
631902,3,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$8,8,The Avengers (2012),avengers,Water,water,"Parents,Siblings,Friends,Strangers",None,Shawarma
312320,5,"rice 

onions

hummus

pickles

pickled beets

tahini

chicken or beef shawarma

falafel

lettuce

tomatoes",10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","shawarma wrap = $10

shawarma plate = $15",10-15,I think of the Cheech & Chong movies when I think of Shawarma,cheech chong,I would pair Coke Cola or bottled water with Shawarma,coca cola,"Parents,Siblings,Friends,Teachers",A moderate amount (medium),Shawarma
519986,4,8,8,"Week day lunch,Weekend lunch",11,11,Avengers,avengers,Sprite,sprite,"Friends,Strangers",A moderate amount (medium),Shawarma
626771,4,I would expect this food item to contain between 5 and 8 ingredients.,5-8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",I would expect to pay between $8-15 CAD for one serving of this food item.,8-15,I think of the movie The Avengers. They have an entire bit surrounding this food item.,avengers,"I would pair this food item with a soda of choice. Mine would be Diet Coke. I would also pair it with water, as it can be salty.",soda,"Parents,Friends",A moderate amount (medium),Shawarma
407257,4,10,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10,10,The Avengers,avengers,"Soda

Pop

Coke",soda,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
626883,4,3,3,"Week day dinner,Weekend dinner",$4-6,4-6,Star Wars,star wars,Water,water,"Parents,Siblings,Friends",A little (mild),Shawarma
727339,2,"At least 3:

- Wrap, meat, vegetables",3,"Week day lunch,Week day dinner,Late night snack",10$,10,The Avengers,avengers,Iced Tea,iced tea,"Friends,Strangers",None,Shawarma
631448,2,Around 6-7,6-7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",Around 6-7 dollars,6-7,"Ratatouille again, but that's because my knowledge of movies is limited and I barely watch any.",ratatouille,Orange Juice/ Cold water,orange juice,"Parents,Siblings,Friends,Strangers",A lot (hot),Shawarma
634885,4,8,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$11,11,Shawshank redemption,shawshank redemption,Water,water,"Siblings,Friends,Strangers",None,Shawarma
619932,3,10,10,"Week day lunch,Weekend lunch,Late night snack",$11,11,None,N/A,Juice,juice,"Parents,Strangers",A little (mild),Shawarma
601986,4,13,13,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.36$,12.36,Mad Max,mad max,Coke,coca cola,Strangers,A moderate amount (medium),Shawarma
631141,3,"3 base, 4 toppings, total 7",7,"Week day lunch,Weekend lunch,Weekend dinner",$12,12,Avengers,avengers,Iced Tea,iced tea,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
631069,3,10,10,"Week day lunch,Week day dinner",$12,12,I don't know,N/A,Soft Drinks (soda),soft drinks,Friends,A moderate amount (medium),Shawarma
634508,3,5,5,"Week day lunch,Week day dinner,Late night snack",$9,9,Aladdin,aladdin,Coke,coca cola,Friends,A lot (hot),Shawarma
206744,3,"7

pita, meat, herbs and spices, sauces, 3 veggies",7,Weekend lunch,$10,10,The Avengers,avengers,Mango juice,mango juice,"Siblings,Friends",A moderate amount (medium),Shawarma
498213,4,"at least 8 ingredients, including all the veggies",8,"Week day lunch,Week day dinner,Weekend dinner",one big shawarma wrap could be around 8-10 cad,8-10,I think of Middle Eastern/Indian movies but nothing some in mind specifically.,middle eastern indian movies,soda. Diet Coke in particular ,soda,"Siblings,Friends",A moderate amount (medium),Shawarma
627496,2,6 ingredients,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13.00 dollars,13.00,Avengers: Endgame,avengers,Fanta,fanta,"Friends,Strangers",A lot (hot),Shawarma
629659,3,15,15,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10$,10,Endgame,endgame,Mango Juice,mango juice,"Parents,Siblings,Friends",A lot (hot),Shawarma
630190,2,I would expect this food to contain 6 ingredients.,6,Week day lunch,8 dollars.,8,I think of the movie Borat.,borat,"No drink, or iced tea.",N/A,"Friends,Strangers",A little (mild),Shawarma
401586,1,10,10,"Week day lunch,Weekend lunch",12.5,12.5,Taken 2,taken,Diet Coke,diet coke,Friends,A moderate amount (medium),Shawarma
629263,4,12,12,"Week day lunch,Week day dinner",$15,15,The Avengers,avengers,Coke,coca cola,"Siblings,Friends,Strangers",A lot (hot),Shawarma
631678,4,10,10,"Week day lunch,Weekend lunch",15$,15,Ferris Bueller’s Day Off,ferris buellers day off,Water,water,Friends,A moderate amount (medium),Shawarma
411681,3,6-10,6-10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$12,12,The Avengers,avengers,Water,water,Strangers,A little (mild),Shawarma
518733,3,7,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9 dollars,9,the dora movie,the dora movie,coke,coca cola,Parents,A moderate amount (medium),Shawarma
630378,4,8,8,Week day lunch,$10,10,The Avengers,avengers,Pepsi,pepsi,Strangers,A lot (hot),Shawarma
631142,4,8 Ingredients,8,"Week day lunch,Week day dinner,Weekend lunch",$12 per serving,12,The Avengers,avengers,Sprite,sprite,"Parents,Siblings,Friends,Strangers",A moderate amount (medium),Shawarma
519976,5,"I have no idea, I don't eat that stuff",0,Weekend lunch,"I have no idea, I don't eat that stuff",,"I have no idea, I don't eat that stuff",N/A,"I have no idea, I don't eat that stuff",N/A,Friends,None,Shawarma
604991,4,13,13,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,12,The Avengers,avengers,Water,water,"Parents,Strangers",A moderate amount (medium),Shawarma
522483,5,1,1,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$8,8,Nothing,N/A,Water,water,Strangers,None,Shawarma
629723,4,1,1,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$13,13,The Whale,the whale,Pepsi,pepsi,"Siblings,Friends",A lot (hot),Shawarma
387522,3,5,5,"Week day lunch,Week day dinner,Late night snack",15,15,Avengers,avengers,Coca Cola,coca cola,Friends,A moderate amount (medium),Shawarma
613484,4,6,6,"Weekend lunch,Weekend dinner",$8.00,8.00,Chinese zodiac,chinese zodiac,Water,water,Strangers,A lot (hot),Shawarma
388729,1,I prefer to take around 3 of them.,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",Around 15 - 20 dollar !,15-20,"It sounds like you're referring to the movie Ratatouille! It’s a Pixar animated film about a rat named Remy who dreams of becoming a great chef despite being a rodent in a profession dominated by humans. The story is set in Paris, and it beautifully blends themes of passion, creativity, and perseverance in the culinary world. Let me know if this is the one you're thinking of!",ratatouille,fruit tea,fruit tea,Friends,None,Shawarma
494373,3,10,10,Week day lunch,12-Oct,12,The avengers,avengers,Coke zero,coca cola zero,Friends,A moderate amount (medium),Shawarma
630977,5,10 ingredients,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",15 dollars,15,No movie,N/A,Sprite,sprite,"Parents,Siblings,Friends",I will have some of this food item with my hot sauce,Shawarma
621982,2,3,3,Weekend dinner,12 dollars,12,The Avengers,avengers,coke,coca cola,Friends,A moderate amount (medium),Shawarma
605537,2,3,3,Week day lunch,6,6,Ratatouille,ratatouille,orange juice,orange juice,Strangers,A little (mild),Shawarma
607073,3,5-6,5-6,Week day lunch,10-Aug,10,sci-fic movies,sci-fic movies,pop drinks,pop,"Parents,Friends",A moderate amount (medium),Shawarma
624443,3,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$7,7,The Avengers,avengers,Water,water,Strangers,None,Shawarma
718089,4,5-7,5-7,"Week day lunch,Week day dinner",$10-$15,10-15,Dictator ,dictator,Pepsi,pepsi,Strangers,A lot (hot),Shawarma
622727,4,"At least 4 or more depending on the toppings. The bare minimum would be: pita bread, meat, vegetables, condiments.",4,"Week day dinner,Weekend dinner",$8 to $9,8-9,The Avengers,avengers,"Iced tea, Coca-Cola, or water",iced tea,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
609617,5,"4 ingredients: Marinated Chicken, Pita Bread, French Fries, Garlic",4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",Around 6$ would be fair value,6,Avengers,avengers,Pepsi,pepsi,"Parents,Siblings,Friends",None,Shawarma
526064,3,12,12,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$8,8,none,N/A,Milk,milk,"Parents,Friends",A moderate amount (medium),Shawarma
609179,4,10+,10,"Week day lunch,Week day dinner,Weekend dinner",12,12,Avengers,avengers,iced tea,iced tea,"Friends,Strangers",A moderate amount (medium),Shawarma
627638,3,Around 10.,10,"Week day lunch,Weekend lunch,At a party",Around $6.,6,No movie comes to mind.,N/A,A soda or iced tea.,soda,Siblings,None,Shawarma
411117,4,10,10,"Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$9,9,The Avengers,avengers,Mango Juice,mango juice,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
634430,4,6,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$8.00,8.00,The Avengers,avengers,Pepsi,pepsi,"Parents,Siblings",A little (mild),Shawarma
631711,3,"Five ingredients: Bread, chicken, three toppings.",5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$3,3,Sonic the Hedgehog,sonic the hedgehog,Coke,coca cola,Strangers,A lot (hot),Shawarma
606010,4,like 4-8. I really would like my ingredients to be on the lower side because the simpler the better. Also I like this item better in a bowl.,4-8,"Week day lunch,Weekend lunch,Late night snack",like 6-10$ USD.,6-10,Those commercials by the toronto food man. Za bebsi is the best.,toronto food man za bebsi,pepsi,pepsi,"Friends,Strangers",A lot (hot),Shawarma
631436,4,"I would expect the shawarma to contain 8-9 ingredients, for clarity my response is 9. ",8-9,"Week day dinner,Weekend dinner","For one shawarma, it should cost $12 according to Osmows. ",12,"I think of the movie 'The Avengers' because in the final scene of the movie, Tony Stark takes the avengers to the Shawarma place. ",avengers,I would pair Mountain Dew's Baja Blast with Shawarma. ,mountain dew,Strangers,A little (mild),Shawarma
633712,4,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,10.00,The Avengers,avengers,Water,water,"Parents,Siblings,Friends",None,Shawarma
609556,4,14,14,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10 dollar,10,Aladdin,aladdin,Water,water,"Friends,Strangers",A lot (hot),Shawarma
520090,5,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$9,9,Avengers,avengers,Barbican,barbican,Friends,A moderate amount (medium),Shawarma
602234,2,"7 total. The ingredients include one choice of meat, pita bread, olive oil, spices, and about 3 toppings.",7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",I expect to pay $15 for one serving of shawarma.,15,"When eating shawarma, I think of the movie ""Shrek 2"".",shrek,Probably just water. Nothing crazy.,water,"Parents,Friends",A moderate amount (medium),Shawarma
741592,4,8,8,"Week day dinner,Weekend lunch,Weekend dinner",9.99,9.99,The Avengers,avengers,Juice,juice,"Parents,Strangers",A moderate amount (medium),Shawarma
628547,4,12,12,"Week day lunch,Weekend lunch,Late night snack",$15,15,The Avengers,avengers,Water,water,"Siblings,Friends",A lot (hot),Shawarma
501513,3,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,10,3 Idiots,idiots,Sprite,sprite,Strangers,None,Shawarma
630929,2,5,5,"Week day lunch,Weekend lunch,Late night snack",$9,9,none,N/A,soda,soda,Friends,None,Shawarma
617379,3,7,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$9,9,The Avengers,avengers,Root Beer,root beer,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
617310,3,9,9,"Week day lunch,Weekend lunch,Late night snack",13.99,14,Avengers ,avengers,Lemonade,lemonade,"Friends,Strangers",A lot (hot),Shawarma
495424,3,5,5,Week day lunch,$10,10,Spiderman,spiderman,Water,water,Strangers,None,Shawarma
622787,4,10,10,Week day lunch,8,8,deadpool 3,deadpool,chocolate milk,chocolate milk,Friends,A moderate amount (medium),Shawarma
631716,4,7,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$13,13,21 Jump Street,jump street,Water,water,"Parents,Friends",A moderate amount (medium),Shawarma
741658,2,"Flour, Oil, Vegetables, Meats.",4,"Week day lunch,Week day dinner,At a party",less than 10 dollars.,10,The Avengers,avengers,No drink,N/A,"Siblings,Friends,Teachers",A little (mild),Shawarma
620745,4,25,25,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$12-$15,12-15,The Avengers,avengers,Pop,pop,"Parents,Friends,Strangers",None,Shawarma
611932,2,5,5,"Week day lunch,Week day dinner,Weekend lunch",$10,10,Not sure,N/A,Mango lassi,mango lassi,Strangers,None,Shawarma
635602,4,Around 8-10 depending on the type,8-10,"Week day lunch,Weekend lunch","$8-14, depending on size/type",8-14,Avengers (2012),avengers,iced tea/lemonade,iced tea,Strangers,I will have some of this food item with my hot sauce,Shawarma
619892,4,15,15,"Week day lunch,Weekend lunch",$12.00,12.00,Chef,chef,lemonade,lemonade,Friends,A lot (hot),Shawarma
