"id","Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)","Q2 Cleaned","Q3: In what setting would you expect this food to be served? Please check all that apply","Q4 Cleaned","Q5 Cleaned","Q6 Cleaned","Q7: When you think about this food item, who does it remind you of?","Q8: How much hot sauce would you add to this food item?","Label"
"494373","3","10.0","Week day lunch","12.0","avengers","coca cola zero","Friends","A moderate amount (medium)","Shawarma"
"630977","5","10.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","15.0","N/A","sprite","Parents,Siblings,Friends","I will have some of this food item with my hot sauce","Shawarma"
"621982","2","3.0","Weekend dinner","12.0","avengers","coca cola","Friends","A moderate amount (medium)","Shawarma"
"605537","2","3.0","Week day lunch","6.0","ratatouille","orange juice","Strangers","A little (mild)","Shawarma"
"607073","3","5.5","Week day lunch","10.0","scific movies","pop","Parents,Friends","A moderate amount (medium)","Shawarma"
"624443","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","7.0","avengers","water","Strangers","N/A","Shawarma"
"718089","4","6.0","Week day lunch,Week day dinner","12.5","dictator","pepsi","Strangers","A lot (hot)","Shawarma"
"622727","4","4.0","Week day dinner,Weekend dinner","8.5","avengers","iced tea","Parents,Siblings,Friends","A moderate amount (medium)","Shawarma"
"609617","5","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","6.0","avengers","pepsi","Parents,Siblings,Friends","N/A","Shawarma"
"526064","3","12.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","8.0","N/A","milk","Parents,Friends","A moderate amount (medium)","Shawarma"
"609179","4","10.0","Week day lunch,Week day dinner,Weekend dinner","12.0","avengers","iced tea","Friends,Strangers","A moderate amount (medium)","Shawarma"
"627638","3","10.0","Week day lunch,Weekend lunch,At a party","6.0","N/A","soda","Siblings","N/A","Shawarma"
"411117","4","10.0","Week day dinner,Weekend lunch,Weekend dinner,Late night snack","9.0","avengers","mango juice","Parents,Siblings,Friends","A moderate amount (medium)","Shawarma"
"634430","4","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","8.0","avengers","pepsi","Parents,Siblings","A little (mild)","Shawarma"
"631711","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","3.0","sonic the hedgehog","coca cola","Strangers","A lot (hot)","Shawarma"
"606010","4","6.0","Week day lunch,Weekend lunch,Late night snack","8.0","toronto food man za bebsi","pepsi","Friends,Strangers","A lot (hot)","Shawarma"
"631436","4","8.5","Week day dinner,Weekend dinner","12.0","avengers","mountain dew","Strangers","A little (mild)","Shawarma"
"633712","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","10.0","avengers","water","Parents,Siblings,Friends","N/A","Shawarma"
"609556","4","14.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","10.0","aladdin","water","Friends,Strangers","A lot (hot)","Shawarma"
"520090","5","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","9.0","avengers","barbican","Friends","A moderate amount (medium)","Shawarma"
"602234","2","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","15.0","shrek","water","Parents,Friends","A moderate amount (medium)","Shawarma"
"741592","4","8.0","Week day dinner,Weekend lunch,Weekend dinner","10.0","avengers","juice","Parents,Strangers","A moderate amount (medium)","Shawarma"
"628547","4","12.0","Week day lunch,Weekend lunch,Late night snack","15.0","avengers","water","Siblings,Friends","A lot (hot)","Shawarma"
"501513","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","10.0","idiots","sprite","Strangers","N/A","Shawarma"
"630929","2","5.0","Week day lunch,Weekend lunch,Late night snack","9.0","N/A","soda","Friends","N/A","Shawarma"
"617379","3","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","9.0","avengers","root beer","Parents,Siblings,Friends","A moderate amount (medium)","Shawarma"
"617310","3","9.0","Week day lunch,Weekend lunch,Late night snack","14.0","avengers","lemonade","Friends,Strangers","A lot (hot)","Shawarma"
"495424","3","5.0","Week day lunch","10.0","spiderman","water","Strangers","N/A","Shawarma"
"622787","4","10.0","Week day lunch","8.0","deadpool","chocolate milk","Friends","A moderate amount (medium)","Shawarma"
"631716","4","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","13.0","jump street","water","Parents,Friends","A moderate amount (medium)","Shawarma"
"741658","2","4.0","Week day lunch,Week day dinner,At a party","10.0","avengers","N/A","Siblings,Friends,Teachers","A little (mild)","Shawarma"
"620745","4","25.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","13.5","avengers","pop","Parents,Friends,Strangers","N/A","Shawarma"
"611932","2","5.0","Week day lunch,Week day dinner,Weekend lunch","10.0","N/A","mango lassi","Strangers","N/A","Shawarma"
"635602","4","9.0","Week day lunch,Weekend lunch","11.0","avengers","iced tea","Strangers","I will have some of this food item with my hot sauce","Shawarma"
"619892","4","15.0","Week day lunch,Weekend lunch","12.0","chef","lemonade","Friends","A lot (hot)","Shawarma"
"529289","3","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","15.0","slumdog millionaire","iced tea","Parents,Siblings,Friends,Strangers","A moderate amount (medium)","Shawarma"
"630738","3","10.0","Week day dinner,Weekend dinner,At a party,Late night snack","10.0","N/A","water","Parents,Friends,Strangers","N/A","Shawarma"
"524766","5","4.0","Week day lunch,Week day dinner,Weekend lunch,At a party,Late night snack","15.0","avengers","N/A","Siblings","A little (mild)","Shawarma"
"522148","4","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","9.0","bollywood","cola","Friends","A little (mild)","Shawarma"
"601547","5","5.0","Week day lunch,Weekend lunch,At a party","10.0","middle eastern movie","water","Friends","N/A","Shawarma"
"631046","3","7.0","Week day lunch","12.0","how to lose a guy in days","pepsi","Parents,Friends,Strangers","A lot (hot)","Shawarma"
"66222","5","10.0","Week day lunch,Late night snack","10.0","fast and furious","zero sugar coca cola","Strangers","A lot (hot)","Shawarma"
"603182","3","15.0","Week day lunch,Weekend lunch,Weekend dinner","15.0","N/A","soda","Parents,Siblings,Friends","A little (mild)","Shawarma"
"632117","3","8.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","11.0","ratatouille","water","Parents,Siblings,Strangers","A lot (hot)","Shawarma"
"630209","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","10.0","avengers","coca cola","Parents","N/A","Shawarma"
"413395","3","7.0","Week day lunch,Week day dinner","20.0","marvel movies","coca cola","Friends","A little (mild)","Shawarma"
"386750","3","3.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","17.5","burnt","coca cola","Friends","N/A","Shawarma"
"617178","3","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","10.0","food wars","water","Parents,Teachers","A lot (hot)","Shawarma"
"630128","1","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","10.0","avengers","soft drink","Friends","I will have some of this food item with my hot sauce","Shawarma"
"628736","4","6.5","Week day lunch,Weekend lunch","N/A","avengers","milk","Friends,Strangers","A lot (hot)","Shawarma"
"747734","3","5.0","Week day dinner,Weekend dinner","16.0","ponyo","sake","Friends","N/A","Sushi"
"517064","4","4.0","Week day lunch,Week day dinner,Weekend dinner","1.5","kung fu panda","water","Parents,Siblings","N/A","Sushi"
"387330","1","4.0","Week day dinner,Weekend dinner,Late night snack","13.0","rush hour","rice wine","Parents,Siblings","A little (mild)","Sushi"
"746750","4","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","20.0","N/A","water","Parents,Siblings,Friends","N/A","Sushi"
"629285","4","4.0","Weekend dinner","11.0","scary movie","milk tea","Friends","N/A","Sushi"
"743488","3","3.0","Weekend lunch","10.0","the menu","water","Parents,Siblings","N/A","Sushi"
"523710","4","7.5","Week day dinner,Weekend lunch,Weekend dinner,At a party","12.0","monsters inc","coca cola","Friends,Strangers","A little (mild)","Sushi"
"635179","5","5.0","Week day dinner,Weekend dinner,Late night snack","13.0","john wick","water","Parents,Siblings","N/A","Sushi"
"313562","4","6.0","Week day lunch,Weekend lunch","25.0","fast and furious","water","Parents,Siblings,Friends","A little (mild)","Sushi"
"712670","1","2.0","Weekend dinner,Late night snack","1.0","your name","green tea","Friends","A little (mild)","Sushi"
"635627","4","5.0","Week day lunch,Week day dinner,Weekend dinner","15.0","kung fu panda","water","Strangers","N/A","Sushi"
"524485","2","6.0","Week day lunch,Weekend lunch,At a party,Late night snack","40.0","finding nemo","coca cola","Friends","N/A","Sushi"
"632320","2","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","12.0","your name","water","Parents,Siblings","A little (mild)","Sushi"
"633520","5","7.5","Week day lunch,Weekend lunch,At a party","20.0","the emoji movie","water","Friends","N/A","Sushi"
"606905","5","5.0","Weekend dinner","21.0","rush hour","miso soup","Parents,Friends","N/A","Sushi"
"393424","5","5.0","Week day dinner,Weekend dinner","10.0","rush hour","sake","Strangers","A little (mild)","Sushi"
"618333","1","4.5","Weekend lunch,Weekend dinner,At a party","12.0","N/A","soju","Friends","A lot (hot)","Sushi"
"628558","2","5.0","Weekend lunch,Weekend dinner,At a party","25.0","isle of dogs","miso soup","Parents,Siblings","N/A","Sushi"
"613776","4","5.0","Weekend lunch,Weekend dinner","12.0","john wick chapter parabellum","jasmine tea","Parents","N/A","Sushi"
"317214","5","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","20.0","N/A","tea","Parents,Siblings,Friends","A little (mild)","Sushi"
"628093","5","6.0","Weekend lunch","30.0","cars","water","Parents,Siblings,Friends","A moderate amount (medium)","Sushi"
"411781","5","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","11.0","crazy stupid love","coca cola zero","Friends","A little (mild)","Sushi"
"525567","5","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","10.0","crazy rich asians","water","Friends","A little (mild)","Sushi"
"634455","4","3.0","Weekend dinner,Late night snack","8.0","N/A","soju","Friends","A moderate amount (medium)","Sushi"
"498848","3","8.0","Weekend lunch,Weekend dinner","12.0","kill bill","sake","Friends,Strangers","N/A","Sushi"
"638838","5","7.0","At a party","25.0","big hero","water","Strangers","N/A","Sushi"
"411253","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","8.0","tokyo drift","sprite","Parents,Siblings,Friends","N/A","Sushi"
"410165","5","7.0","Week day dinner,Weekend dinner","25.0","ratatouille","water","Strangers","N/A","Sushi"
"608554","5","4.0","Week day dinner,Weekend dinner","20.0","breaking bad","water","Friends","N/A","Sushi"
"602394","3","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","10.0","monsters inc","water","Siblings,Friends","N/A","Sushi"
"743623","4","4.5","Week day lunch,Weekend lunch,At a party,Late night snack","20.0","a silent voice","water","Friends","N/A","Sushi"
"87783","4","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","40.0","kill bill","coca cola","Parents,Strangers","A little (mild)","Sushi"
"632431","4","2.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","11.0","pokemon the first movie","water","Friends","A lot (hot)","Sushi"
"744091","2","2.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","2.0","the wolverine","water","Parents","N/A","Sushi"
"519570","5","5.0","Weekend lunch,Weekend dinner","20.0","house md","water","Parents","N/A","Sushi"
"744484","4","8.0","Week day lunch,Weekend lunch,At a party,Late night snack","10.0","jiro dreams of sushi","water","Teachers,Strangers","A little (mild)","Sushi"
"508149","4","5.0","Week day lunch,Week day dinner,Weekend dinner","24.0","the fast and the furious tokyo drift","green tea","Parents,Friends","N/A","Sushi"
"524992","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","12.0","crazy rich asians","water","Parents,Siblings,Friends","N/A","Sushi"
"413570","2","5.0","Week day lunch,Weekend lunch,At a party","5.0","shark tale","green tea","Friends,Teachers,Strangers","A moderate amount (medium)","Sushi"
"306207","2","6.5","Week day lunch,Weekend lunch,Late night snack","6.0","who am i jackie chan","water","Friends","A little (mild)","Sushi"
"634468","4","4.5","Week day dinner,Weekend dinner","20.0","cars","tea","Parents,Siblings,Friends","A little (mild)","Sushi"
"522205","5","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","15.0","cars","green tea","Parents,Siblings,Friends","N/A","Sushi"
"5978","4","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","12.0","jiro dreams of sushi","water","Siblings,Friends","N/A","Sushi"
"742611","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","10.0","japanese movies food documentaries","tea","Parents,Siblings,Friends","N/A","Sushi"
"631198","4","5.0","Weekend lunch,Weekend dinner,At a party","11.0","your name","water","Parents,Friends,Strangers","A lot (hot)","Sushi"
"606150","3","5.0","Week day lunch,Weekend lunch,Late night snack","10.0","jiro dreams of sushi","coca cola","Siblings","N/A","Sushi"
"313577","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","10.0","the big short","coca cola","Parents,Siblings","I will have some of this food item with my hot sauce","Sushi"
"629700","2","3.0","Weekend lunch,Weekend dinner","15.0","big hero","water","Friends","N/A","Sushi"
"630928","2","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","13.0","kodoku no gurume","barley tea","Parents","N/A","Sushi"
"607286","3","10.0","Weekend lunch,Weekend dinner","15.0","godzilla","milk","Friends,Strangers","A moderate amount (medium)","Sushi"
"607609","4","3.0","Week day dinner,Weekend dinner","14.0","bullet train","sake","Parents,Strangers","N/A","Sushi"
"522890","3","8.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","12.5","anime","water","Strangers","N/A","Sushi"
"630227","4","3.0","Weekend dinner","30.0","your name","water","Strangers","A little (mild)","Sushi"
"603607","4","2.0","Week day lunch,Weekend lunch,Late night snack","10.0","memoirs of a geisha","water","Friends","N/A","Sushi"
"617029","2","4.0","Week day dinner,Weekend dinner,Late night snack","10.0","gi joe","sparkling water","Parents,Friends,Strangers","N/A","Sushi"
"617462","2","5.0","Weekend dinner","20.0","oldboy","sake","Parents","N/A","Sushi"
"633001","4","4.0","Week day lunch,Weekend lunch,At a party","10.0","monsters inc","water","Friends","N/A","Sushi"
"634690","4","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","18.0","monsters inc","water","Siblings","N/A","Sushi"
"630198","4","5.0","Week day lunch,Weekend dinner","15.0","inception","water","Parents,Siblings","N/A","Sushi"
"520507","2","4.0","Week day dinner,Weekend dinner,Late night snack","4.5","N/A","water","Friends,Strangers","N/A","Sushi"
"635065","5","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","10.0","penguins of madagascar","beer","Siblings,Friends","A little (mild)","Sushi"
"613209","1","3.0","Weekend dinner","17.5","jiro dreams of sushi","water","Friends","N/A","Sushi"
"605452","5","5.0","Week day lunch,Weekend lunch","25.0","jiro dreams of sushi","sake","Friends","A little (mild)","Sushi"
"24137","5","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","25.0","japanese movie","water","Friends","N/A","Sushi"
"518809","1","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","6.0","N/A","coca cola","Parents","N/A","Sushi"
"634646","4","5.0","Week day dinner,Weekend dinner,At a party,Late night snack","10.0","monsters inc","water","Friends,Strangers","A little (mild)","Sushi"
"508156","3","5.5","Week day dinner,Weekend dinner","10.0","crazy rich asians","water","Siblings,Friends","A moderate amount (medium)","Sushi"
"632909","4","4.0","Week day dinner,Weekend dinner","20.0","john wick","green tea","Parents,Siblings,Friends","N/A","Sushi"
"414734","5","3.0","Week day dinner,Weekend dinner","35.0","N/A","sake","Friends","N/A","Sushi"
"630250","2","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","19.0","jiro dreams of sushi","green tea","Parents,Friends","A lot (hot)","Sushi"
"411810","2","3.0","Weekend lunch,Weekend dinner","30.0","tokyo drift","water","Parents,Siblings","N/A","Sushi"
"214145","1","10.0","Weekend lunch,At a party","10.0","shrek","powerade","Teachers","A lot (hot)","Sushi"
"628986","2","5.0","Late night snack","13.0","aquaman","soda","Friends,Strangers","A moderate amount (medium)","Sushi"
"211158","5","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","8.0","N/A","miso soup","Friends","N/A","Sushi"
"507382","5","8.5","Week day dinner,Weekend dinner","12.0","ronin","green tea","Parents,Siblings","N/A","Sushi"
"522877","4","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","20.0","barbie","water","Siblings,Friends,Strangers","A little (mild)","Sushi"
"635024","4","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","10.0","howls moving castle","water","Friends","N/A","Sushi"
"602845","4","5.5","At a party","25.0","spiderman","green tea","Friends","N/A","Sushi"
"519822","4","5.0","Week day lunch,Week day dinner","15.0","madagascar","water","Siblings,Friends","A lot (hot)","Sushi"
"600849","5","5.0","Week day lunch,Weekend lunch,Weekend dinner","5.0","rush hour","water","Siblings,Friends","N/A","Sushi"
"605148","5","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","15.0","monsters inc","green tea","Siblings,Friends","N/A","Sushi"
"631600","2","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","10.0","penguins of madagascar there was a scene where all penguins made sushi and had to fight a big purple octopus with it","water","Friends","N/A","Sushi"
"716142","5","5.0","Week day lunch","10.0","kill bill","green tea","Parents,Siblings","A lot (hot)","Sushi"
"525853","2","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","12.5","finding nemo","water","Friends,Strangers","N/A","Sushi"
"835124","5","4.0","Week day lunch,Weekend lunch,Weekend dinner","10.0","pokemon","green tea","Parents,Friends","N/A","Sushi"
"634764","4","5.0","Week day lunch,Late night snack","15.0","N/A","water","Friends","A little (mild)","Sushi"
"630117","4","2.0","Week day lunch,Weekend lunch,Weekend dinner","1.0","japanese movie","hot matcha","Parents","N/A","Sushi"
"631531","3","2.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","17.5","jiro dreams of sushi","water","Friends","N/A","Sushi"
"714062","4","3.0","Week day dinner,Weekend dinner","15.0","james bond","green tea","Siblings","N/A","Sushi"
"629156","1","4.0","Week day lunch,Weekend dinner,Late night snack","15.0","jiro dreams of sushi","green tea","Parents","N/A","Sushi"
"498563","4","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","6.5","wags","green tea","Parents,Siblings","N/A","Sushi"
"625319","5","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","5.0","your name","fruit juice","Friends,Teachers,Strangers","A lot (hot)","Sushi"
"723931","3","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","20.0","naruto","matcha","Parents,Siblings","N/A","Sushi"
"526497","4","6.0","Week day lunch,Week day dinner,At a party","8.0","notting hill","mango juice","Friends,Strangers","A moderate amount (medium)","Sushi"
"630999","2","3.0","Weekend dinner","8.0","N/A","green tea","Friends","N/A","Sushi"
"97339","3","5.0","Week day dinner,Weekend dinner","3.0","the wolverine","water","Siblings,Friends","N/A","Sushi"
"631909","4","4.0","Week day dinner,Weekend dinner","5.0","rush hour","green tea","Parents,Siblings,Friends","A moderate amount (medium)","Sushi"
"625349","3","5.0","Week day dinner,Weekend dinner,Late night snack","14.0","made in abyss dawn of the deep soul","bubble milk tea","Friends","N/A","Sushi"
"632299","4","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","20.0","madagascar","tea","Parents","A little (mild)","Sushi"
"616634","1","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","7.0","the wolverine","water","Parents,Siblings,Friends","N/A","Sushi"
"616836","5","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","10.0","kung fu panda","diet coke","Siblings,Strangers","N/A","Sushi"
"609116","4","5.0","Week day dinner,Weekend dinner,At a party","10.0","your name","tea","Friends","A little (mild)","Sushi"
"626789","3","5.0","Week day lunch,Weekend lunch","14.0","N/A","diet coke","Friends","N/A","Sushi"
"504599","2","3.5","Week day dinner,Weekend dinner","15.0","meitantei konan","barley tea","Parents,Friends","N/A","Sushi"
"632684","5","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","12.0","cars","coca cola","Friends,Strangers","N/A","Sushi"
"522967","4","5.0","Week day lunch,Weekend lunch,Weekend dinner","35.0","the last samurai","water","Parents,Siblings,Friends","N/A","Sushi"
"632893","4","4.0","Weekend dinner","20.0","shangchi","water","Parents,Siblings,Friends","N/A","Sushi"
"632156","5","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","20.0","N/A","tea","Parents,Siblings,Strangers","A little (mild)","Sushi"
"603582","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","20.0","godzilla","rice wine","Parents,Siblings,Friends","N/A","Sushi"
"626754","5","3.0","Week day dinner,Weekend lunch,Weekend dinner","15.0","bullet train","water","Friends","N/A","Sushi"
"298481","3","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","24.5","avengers","milk tea","Parents,Friends","N/A","Sushi"
"631583","5","4.0","Week day dinner,Weekend dinner,At a party,Late night snack","8.0","johnny english","sake","Friends,Teachers","N/A","Sushi"
"718026","5","4.0","Week day dinner,Weekend dinner","20.0","tokyo drift","pepsi","Parents,Friends","N/A","Sushi"
"616713","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","25.0","billions tv show","sake","Parents,Siblings,Friends","N/A","Sushi"
"602533","2","4.0","Week day lunch,Week day dinner,Weekend dinner","10.0","rush hour","water","Parents","N/A","Sushi"
"522345","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","16.0","madagascar","soy sauce","Parents,Friends","A moderate amount (medium)","Sushi"
"629758","4","5.0","Week day dinner,Weekend dinner","17.0","weathering with you","tea","Parents,Siblings","N/A","Sushi"
"631496","3","4.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","10.0","the fast and the furious tokyo drift","water","Friends","A little (mild)","Sushi"
"491374","3","2.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","17.5","N/A","hot tea","Parents,Friends","N/A","Sushi"
"632051","5","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","20.0","godzilla","bubble tea","Parents,Siblings,Friends,Teachers,Strangers","A little (mild)","Sushi"
"409930","3","5.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","15.0","N/A","tea","Parents,Siblings,Friends,Strangers","N/A","Sushi"
"632975","3","5.0","Week day lunch,Weekend lunch,At a party","15.0","N/A","water","Friends,Teachers","A lot (hot)","Sushi"
"407221","4","3.0","Week day dinner,Weekend dinner","15.0","monsters inc","pepsi","Friends","A little (mild)","Sushi"
"204508","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","10.0","ip man","tea","Parents,Siblings,Friends","N/A","Sushi"
"618700","2","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","john wick chapter","tea","Parents,Siblings,Friends","N/A","Sushi"
"627792","5","2.0","Week day dinner,Weekend dinner,At a party","15.0","isle of dogs","water","Parents,Siblings","N/A","Sushi"
"712054","3","3.0","Weekend dinner,At a party,Late night snack","20.0","star wars","barley tea","Siblings,Friends","A little (mild)","Sushi"
"631881","3","5.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","15.0","jiro dreams of sushi","sake","Siblings,Friends","A moderate amount (medium)","Sushi"
"716188","2","2.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","15.0","anime","tea","Friends,Strangers","N/A","Sushi"
"628744","5","6.5","Week day lunch,Weekend lunch,At a party,Late night snack","9.0","finding nemo","water","Parents,Siblings","N/A","Sushi"
"604132","2","2.0","Week day dinner,Weekend dinner","12.0","anime","water","Parents,Siblings","N/A","Sushi"
"629807","4","6.0","Week day lunch,Week day dinner,Weekend lunch","20.0","rush hour","water","Friends","A moderate amount (medium)","Sushi"
"741428","4","6.0","Weekend dinner,At a party","13.0","N/A","N/A","Parents","N/A","Sushi"
"633024","3","5.0","Week day lunch,Week day dinner,Weekend lunch,At a party,Late night snack","12.0","N/A","water","Friends","A little (mild)","Sushi"
"631221","3","4.5","Week day dinner,Weekend dinner,At a party","12.0","your name","tea","Friends","N/A","Sushi"
"601983","3","5.0","Week day dinner,Weekend dinner,At a party","13.0","django unchained","tea","Parents,Siblings,Friends","A little (mild)","Sushi"
"603007","1","2.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","5.0","the samurai","ramune","Parents,Friends","N/A","Sushi"
"601217","4","2.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","7.0","oppenheimer","diet coke","Parents,Siblings,Friends","N/A","Sushi"
"629221","4","6.0","Week day dinner,Weekend dinner,At a party","17.0","big hero","water","Parents","N/A","Sushi"
"634705","3","5.0","Week day dinner","12.0","shangchi and the legend of the ten rings","water","Friends,Strangers","A moderate amount (medium)","Sushi"
"630070","4","15.0","Week day dinner,Weekend dinner,Late night snack","15.0","karate kid","N/A","Parents,Friends,Strangers","N/A","Sushi"
"630006","5","10.0","Week day lunch,Weekend lunch,At a party","15.0","crazy rich asians","mango pulp","Siblings,Friends","A little (mild)","Sushi"
"629072","4","5.0","Weekend lunch,Weekend dinner,At a party","20.0","rush hour","soup","Parents","N/A","Sushi"
"630044","1","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","7.0","midnight diner","tea","Parents,Siblings,Friends","N/A","Sushi"
"626026","2","4.0","Week day dinner,Weekend dinner,At a party,Late night snack","8.0","samurai","water","Parents,Siblings,Friends,Teachers","N/A","Sushi"
"520303","3","2.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","40.0","godzilla","tea","Siblings,Friends","N/A","Sushi"
"630972","4","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","22.0","finding nemo","water","Parents,Siblings,Friends","N/A","Sushi"
"630948","5","3.0","Week day dinner,Weekend dinner","12.0","finding nemo","water","Strangers","N/A","Sushi"
"626778","5","6.0","Week day dinner,Weekend dinner","15.0","cars","coca cola zero","Parents,Siblings,Friends","N/A","Sushi"
"631181","3","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","17.0","rush hour","water","Parents","N/A","Sushi"
"633541","2","4.5","Weekend dinner","20.0","casablanca","water","Parents,Friends","A little (mild)","Sushi"
"630098","4","7.0","Week day lunch,Week day dinner,Weekend lunch,At a party","10.0","jiro dreams of sushi","water","Parents","N/A","Sushi"
"629959","2","2.0","Week day lunch,Weekend lunch,At a party","10.0","pacific rim","water","Siblings,Friends","N/A","Sushi"
"633097","2","5.0","Week day lunch,Week day dinner","6.0","train to busan","sake","Parents,Friends","A little (mild)","Sushi"
"605290","3","5.0","Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack","10.0","love hard","matcha tea","Friends","N/A","Sushi"
"629869","4","5.0","Weekend dinner","20.0","shogun","diet brisk","Siblings","A little (mild)","Sushi"
"632868","5","6.5","Weekend lunch,Weekend dinner,At a party","6.0","finding nemo was the first movie in my mind","water","Siblings,Friends","N/A","Sushi"
